ID,start,end,code,label/0/group,label/0/text,label/1/group,label/1/text,label/2/group,label/2/text,pos_x,pos_y
45,118.34,138.34,1. Ivica Ivusic,Team,NK Osijek,Action,Lost balls,Half,1st half,83.1,37.0
46,118.34,138.34,1. Ivica Ivusic,Team,NK Osijek,Action,Passes (inaccurate),Half,1st half,37.7,29.6
47,120.91,140.91,25. Kemal Osmankovic,Team,NK Lokomotiva,Action,Picking-ups,Half,1st half,21.9,31.0
48,120.91,140.91,25. Kemal Osmankovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,21.9,31.0
49,123.16,143.16,20. Mario Jurcevic,Team,NK Osijek,Action,Air challenges (lost),Half,1st half,64.4,44.7
50,123.16,143.16,17. Indrit Tuci,Team,NK Lokomotiva,Action,Challenges (won),Half,1st half,40.6,23.3
51,123.16,143.16,20. Mario Jurcevic,Team,NK Osijek,Action,Challenges (lost),Half,1st half,64.4,44.7
52,123.16,143.16,17. Indrit Tuci,Team,NK Lokomotiva,Action,Air challenges (won),Half,1st half,40.6,23.3
53,124.54,144.54,26. Fran Karacic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,45.9,12.2
54,124.54,144.54,7. Vedran Jugovic,Team,NK Osijek,Action,Challenges (lost),Half,1st half,59.1,55.8
55,124.54,144.54,26. Fran Karacic,Team,NK Lokomotiva,Action,Challenges (won),Half,1st half,45.9,12.2
56,129.48,149.48,21. Aliyu Ibrahim,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,63.9,12.5
57,134.35,154.35,17. Indrit Tuci,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,65.4,9.7
58,135.45,155.45,36. Marko Dira,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,58.0,14.7
59,137.17,157.17,2. Edis Malikji,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,55.2,6.2
60,140.73,160.73,25. Kemal Osmankovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,32.7,24.5
61,142.91,162.91,12. Krunoslav Hendija,Team,NK Lokomotiva,Action,Passes (inaccurate),Half,1st half,13.0,35.6
62,146.32,166.32,6. Ante Majstorovic,Team,NK Osijek,Action,Passes (inaccurate),Half,1st half,38.8,39.2
63,146.32,166.32,6. Ante Majstorovic,Team,NK Osijek,Action,Picking-ups,Half,1st half,38.8,39.2
64,148.55,168.55,2. Edis Malikji,Team,NK Lokomotiva,Action,Passes (inaccurate),Half,1st half,44.7,21.4
65,148.55,168.55,2. Edis Malikji,Team,NK Lokomotiva,Action,Lost balls,Half,1st half,69.3,46.4
66,148.55,168.55,2. Edis Malikji,Team,NK Lokomotiva,Action,Interceptions,Half,1st half,44.7,21.4
67,152.51,172.51,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Passes accurate,Half,1st half,35.7,21.6
68,152.51,172.51,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Picking-ups,Half,1st half,35.7,21.6
69,156.13,176.13,13. Ramon Nazareno Mierez Ramon Nazareno Mierez,Team,NK Osijek,Action,Passes (inaccurate),Half,1st half,67.9,26.1
70,156.13,176.13,13. Ramon Nazareno Mierez Ramon Nazareno Mierez,Team,NK Osijek,Action,Lost balls,Half,1st half,79.3,31.8
71,156.13,176.13,13. Ramon Nazareno Mierez Ramon Nazareno Mierez,Team,NK Osijek,Action,Challenges (won),Half,1st half,67.9,26.1
72,156.13,176.13,6. Dominik Kovacic,Team,NK Lokomotiva,Action,Air challenges (lost),Half,1st half,37.1,41.9
73,156.13,176.13,13. Ramon Nazareno Mierez Ramon Nazareno Mierez,Team,NK Osijek,Action,Air challenges (won),Half,1st half,67.9,26.1
74,156.13,176.13,6. Dominik Kovacic,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,37.1,41.9
75,158.85,178.85,25. Kemal Osmankovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,25.7,36.2
76,158.85,178.85,25. Kemal Osmankovic,Team,NK Lokomotiva,Action,Picking-ups,Half,1st half,25.7,36.2
77,160.24,180.24,36. Marko Dira,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,31.8,35.8
78,161.6,181.6,25. Kemal Osmankovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,19.1,31.1
79,163.48,183.48,12. Krunoslav Hendija,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,4.8,34.6
80,167.75,187.75,3. Stipo Markovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,10.1,63.8
81,171.99,191.99,7. Vedran Jugovic,Team,NK Osijek,Action,Fouls,Half,1st half,54.7,12.9
82,198.33,218.33,22. Danijel Loncar,Team,NK Osijek,Action,Passes accurate,Half,1st half,30.9,8.2
83,201.49,221.49,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Lost balls (in opp. half),Half,1st half,45.2,7.4
84,201.49,221.49,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Passes (inaccurate),Half,1st half,16.0,4.2
85,201.49,221.49,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Lost balls,Half,1st half,45.2,7.4
86,203.81,223.81,36. Marko Dira,Team,NK Lokomotiva,Action,Picking-ups,Half,1st half,59.8,60.6
87,203.81,223.81,36. Marko Dira,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,59.8,60.6
88,203.81,223.81,36. Marko Dira,Team,NK Lokomotiva,Action,Picking-ups (in opp. half),Half,1st half,59.8,60.6
89,206.25,226.25,3. Stipo Markovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,59.2,66.9
90,208.42,228.42,11. Ivan Celikovic,Team,NK Lokomotiva,Action,Passes (inaccurate),Half,1st half,68.6,66.2
91,208.55,228.55,9. Ante Erceg,Team,NK Osijek,Action,Interceptions,Half,1st half,39.2,1.9
92,218.38,238.38,3. Stipo Markovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,59.5,67.5
93,220.36,240.36,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Challenges (lost),Half,1st half,32.3,1.3
94,220.36,240.36,11. Ivan Celikovic,Team,NK Lokomotiva,Action,Challenges (won),Half,1st half,72.7,66.7
95,220.94,240.94,11. Ivan Celikovic,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,70.7,63.9
96,220.94,240.94,9. Ante Erceg,Team,NK Osijek,Action,Challenges (won),Half,1st half,34.3,4.1
97,222.69,242.69,25. Marin Pilj,Team,NK Osijek,Action,Challenges (lost),Half,1st half,32.8,9
98,222.69,242.69,8. Oliver Petrak,Team,NK Lokomotiva,Action,Challenges (won),Half,1st half,72.2,59.0
99,223.61,243.61,8. Oliver Petrak,Team,NK Lokomotiva,Action,Lost balls,Half,1st half,69.9,61.1
100,223.61,243.61,9. Ante Erceg,Team,NK Osijek,Action,Passes accurate,Half,1st half,35.1,6.9
101,223.61,243.61,8. Oliver Petrak,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,69.9,61.1
102,223.61,243.61,9. Ante Erceg,Team,NK Osijek,Action,Challenges (won),Half,1st half,35.1,6.9
103,225.9,245.9,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Passes accurate,Half,1st half,29.8,4.6
104,227.1,247.1,22. Danijel Loncar,Team,NK Osijek,Action,Passes accurate,Half,1st half,17.6,12.2
105,233.52,253.52,13. Ramon Nazareno Mierez Ramon Nazareno Mierez,Team,NK Osijek,Action,Lost balls,Half,1st half,75.2,8.6
106,233.52,253.52,13. Ramon Nazareno Mierez Ramon Nazareno Mierez,Team,NK Osijek,Action,Challenges (lost),Half,1st half,75.2,8.6
107,233.52,253.52,6. Dominik Kovacic,Team,NK Lokomotiva,Action,Challenges (won),Half,1st half,29.8,59.4
108,236.41,256.41,6. Dominik Kovacic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,19.8,62.5
109,239.68,259.68,12. Krunoslav Hendija,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,9.7,35.2
110,241.45,261.45,25. Kemal Osmankovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,18.9,31.7
111,252.85,272.85,26. Fran Karacic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,77.5,7.8
112,258.56,278.56,2. Edis Malikji,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,79.8,5.1
113,263.38,283.38,36. Marko Dira,Team,NK Lokomotiva,Action,Passes (inaccurate),Half,1st half,59.8,8.2
114,263.38,283.38,36. Marko Dira,Team,NK Lokomotiva,Action,Lost balls,Half,1st half,70.8,5.8
115,263.82,283.82,39. Damjan Bohar,Team,NK Osijek,Action,Interceptions,Half,1st half,34.2,62.2
116,265.99,285.99,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Picking-ups,Half,1st half,45.0,50.3
117,265.99,285.99,36. Marko Dira,Team,NK Lokomotiva,Action,Tackles (Unsuccessful actions),Half,1st half,60,17.7
118,265.99,285.99,36. Marko Dira,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,60,17.7
119,265.99,285.99,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Dribbles (Successful actions),Half,1st half,45.0,50.3
120,266.58,286.58,36. Marko Dira,Team,NK Lokomotiva,Action,Fouls,Half,1st half,59.7,18.5
121,280.95,300.95,6. Ante Majstorovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,46.5,48.6
122,284.69,304.69,22. Danijel Loncar,Team,NK Osijek,Action,Passes accurate,Half,1st half,42.5,28.7
123,288.03,308.03,6. Ante Majstorovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,42.6,40.3
124,290.3,310.3,22. Danijel Loncar,Team,NK Osijek,Action,Passes accurate,Half,1st half,43.3,22.3
125,293.15,313.15,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Passes accurate,Half,1st half,50.6,2.4
126,294.43,314.43,3. Stipo Markovic,Team,NK Lokomotiva,Action,Challenges (won),Half,1st half,40.1,65.3
127,294.43,314.43,3. Stipo Markovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,40.1,65.3
128,294.43,314.43,9. Ante Erceg,Team,NK Osijek,Action,Lost balls,Half,1st half,64.9,2.7
129,294.43,314.43,9. Ante Erceg,Team,NK Osijek,Action,Challenges (lost),Half,1st half,64.9,2.7
130,295.99,315.99,11. Ivan Celikovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,47.3,64.9
131,298.26,318.26,3. Stipo Markovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,44.3,65.5
132,299.47,319.47,21. Aliyu Ibrahim,Team,NK Lokomotiva,Action,Lost balls,Half,1st half,62.8,57.1
133,299.47,319.47,21. Aliyu Ibrahim,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,62.8,57.1
134,299.47,319.47,22. Danijel Loncar,Team,NK Osijek,Action,Challenges (won),Half,1st half,42.2,10.9
135,301.08,321.08,25. Marin Pilj,Team,NK Osijek,Action,Picking-ups,Half,1st half,52.8,14.0
136,301.08,321.08,25. Marin Pilj,Team,NK Osijek,Action,Passes accurate,Half,1st half,52.8,14.0
137,301.08,321.08,25. Marin Pilj,Team,NK Osijek,Action,Picking-ups (in opp. half),Half,1st half,52.8,14.0
138,303.19,323.19,7. Vedran Jugovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,46.0,21.8
139,304.3,324.3,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Passes accurate,Half,1st half,50.0,35.4
140,309.69,329.69,6. Ante Majstorovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,45.8,35.2
141,312.13,332.13,22. Danijel Loncar,Team,NK Osijek,Action,Passes accurate,Half,1st half,42.6,27.0
142,315.03,335.03,6. Ante Majstorovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,41.1,42.5
143,316.93,336.93,7. Vedran Jugovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,52.8,47.6
144,317.83,337.83,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Passes accurate,Half,1st half,62.2,47.9
145,319.85,339.85,7. Vedran Jugovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,50.3,50.2
146,321.02,341.02,25. Marin Pilj,Team,NK Osijek,Action,Passes accurate,Half,1st half,56.7,38.7
147,324.62,344.62,6. Ante Majstorovic,Team,NK Osijek,Action,Passes (inaccurate),Half,1st half,48.9,39.7
148,324.62,344.62,6. Ante Majstorovic,Team,NK Osijek,Action,Lost balls,Half,1st half,92.9,10.5
149,327.8,347.8,3. Stipo Markovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,12.1,57.5
150,327.8,347.8,3. Stipo Markovic,Team,NK Lokomotiva,Action,Picking-ups,Half,1st half,12.1,57.5
151,330.97,350.97,11. Ivan Celikovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,23.0,62.1
152,332.62,352.62,3. Stipo Markovic,Team,NK Lokomotiva,Action,Passes (inaccurate),Half,1st half,15.6,62.2
153,332.62,352.62,3. Stipo Markovic,Team,NK Lokomotiva,Action,Lost balls (in opp. half),Half,1st half,48.6,46.4
154,332.62,352.62,3. Stipo Markovic,Team,NK Lokomotiva,Action,Lost balls,Half,1st half,48.6,46.4
155,334.55,354.55,7. Vedran Jugovic,Team,NK Osijek,Action,Interceptions,Half,1st half,56.4,21.6
156,334.55,354.55,7. Vedran Jugovic,Team,NK Osijek,Action,Interceptions (in opp. half),Half,1st half,56.4,21.6
157,334.55,354.55,7. Vedran Jugovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,56.4,21.6
158,336.23,356.23,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Passes accurate,Half,1st half,62.4,20.4
159,340.29,360.29,20. Mario Jurcevic,Team,NK Osijek,Action,Passes accurate,Half,1st half,47.1,47.1
160,342.16,362.16,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Passes accurate,Half,1st half,78.5,56.1
161,345.63,365.63,39. Damjan Bohar,Team,NK Osijek,Action,Passes accurate,Half,1st half,84.0,62.7
162,349.36,369.36,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Passes accurate,Half,1st half,81.3,44.2
163,353.5,373.5,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Passes into the penalty box,Half,1st half,89.4,6.9
164,353.5,373.5,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Crosses (accurate),Half,1st half,89.4,6.9
165,353.5,373.5,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Passes accurate,Half,1st half,89.4,6.9
166,355.86,375.86,2. Edis Malikji,Team,NK Lokomotiva,Action,Air challenges (lost),Half,1st half,2.7,25.9
167,355.86,375.86,20. Mario Jurcevic,Team,NK Osijek,Action,Passes accurate,Half,1st half,102.3,42.1
168,355.86,375.86,20. Mario Jurcevic,Team,NK Osijek,Action,Air challenges (won),Half,1st half,102.3,42.1
169,355.86,375.86,20. Mario Jurcevic,Team,NK Osijek,Action,Passes into the penalty box,Half,1st half,102.3,42.1
170,355.86,375.86,20. Mario Jurcevic,Team,NK Osijek,Action,Challenges (won),Half,1st half,102.3,42.1
171,355.86,375.86,2. Edis Malikji,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,2.7,25.9
172,357.53,377.53,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Shots,Half,1st half,94.7,40.4
173,357.53,377.53,12. Krunoslav Hendija,Team,NK Lokomotiva,Action,Wide shot (Goalkeepers),Half,1st half,10.3,27.6
174,357.53,377.53,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Wide shot,Half,1st half,94.7,40.4
175,391.53,411.53,12. Krunoslav Hendija,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,5.4,28.4
176,394.43,414.43,36. Marko Dira,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,59.3,22.8
177,394.43,414.43,36. Marko Dira,Team,NK Lokomotiva,Action,Lost balls,Half,1st half,59.3,22.8
178,394.43,414.43,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Passes accurate,Half,1st half,45.7,45.2
179,394.43,414.43,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Air challenges (won),Half,1st half,45.7,45.2
180,394.43,414.43,36. Marko Dira,Team,NK Lokomotiva,Action,Air challenges (lost),Half,1st half,59.3,22.8
181,394.43,414.43,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Challenges (won),Half,1st half,45.7,45.2
182,395.86,415.86,13. Ramon Nazareno Mierez Ramon Nazareno Mierez,Team,NK Osijek,Action,Passes accurate,Half,1st half,58.8,39.3
183,399.14,419.14,9. Ante Erceg,Team,NK Osijek,Action,Passes accurate,Half,1st half,55.1,25.8
184,403.02,423.02,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Passes accurate,Half,1st half,46.8,3.5
185,406.18,426.18,22. Danijel Loncar,Team,NK Osijek,Action,Passes accurate,Half,1st half,29.9,18.5
186,409.65,429.65,6. Ante Majstorovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,33.7,46.5
187,411.74,431.74,20. Mario Jurcevic,Team,NK Osijek,Action,Passes accurate,Half,1st half,37.6,60.3
188,416.71,436.71,6. Ante Majstorovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,44.6,45.4
189,418.57,438.57,7. Vedran Jugovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,55.1,30.2
190,420.88,440.88,22. Danijel Loncar,Team,NK Osijek,Action,Passes accurate,Half,1st half,42.0,11.2
191,423.74,443.74,2. Igor Silva Silva de Almeida,Team,NK Osijek,Action,Passes accurate,Half,1st half,40.4,1.9
192,425.96,445.96,22. Danijel Loncar,Team,NK Osijek,Action,Passes accurate,Half,1st half,46.9,8.7
193,426.87,446.87,25. Marin Pilj,Team,NK Osijek,Action,Passes accurate,Half,1st half,60.9,23.2
194,429.68,449.68,7. Vedran Jugovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,48.5,30.3
195,432.51,452.51,39. Damjan Bohar,Team,NK Osijek,Action,Dribbles (Successful actions),Half,1st half,78.1,61.3
196,432.51,452.51,2. Edis Malikji,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,26.9,6.7
197,432.51,452.51,2. Edis Malikji,Team,NK Lokomotiva,Action,Tackles (Unsuccessful actions),Half,1st half,26.9,6.7
198,432.84,452.84,2. Edis Malikji,Team,NK Lokomotiva,Action,Fouls,Half,1st half,26.8,6.4
199,438,458,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Passes accurate,Half,1st half,78.2,61.6
200,441.91,461.91,39. Damjan Bohar,Team,NK Osijek,Action,Passes accurate,Half,1st half,78.5,41.9
201,442.96,462.96,6. Dominik Kovacic,Team,NK Lokomotiva,Action,Errors leading to goal,Half,1st half,21.8,32.6
202,442.96,462.96,6. Dominik Kovacic,Team,NK Lokomotiva,Action,Errors,Half,1st half,21.8,32.6
203,443.31,463.31,6. Dominik Kovacic,Team,NK Lokomotiva,Action,Fouls,Half,1st half,21.0,32.3
204,498.3,548.3,25. Marin Pilj,Team,NK Osijek,Action,Goals,Half,1st half,84.0,35.7
205,498.3,548.3,12. Krunoslav Hendija,Team,NK Lokomotiva,Action,Goals conceded,Half,1st half,21,32.3
206,513.31,533.31,12. Krunoslav Hendija,Team,NK Lokomotiva,Action,Errors leading to goal,Half,1st half,21.0,32.3
207,513.31,533.31,12. Krunoslav Hendija,Team,NK Lokomotiva,Action,Errors,Half,1st half,21.0,32.3
208,560.8,580.8,21. Aliyu Ibrahim,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,52.5,34.0
209,562.78,582.78,8. Oliver Petrak,Team,NK Lokomotiva,Action,Passes (inaccurate),Half,1st half,42.2,34.9
210,562.78,582.78,8. Oliver Petrak,Team,NK Lokomotiva,Action,Lost balls,Half,1st half,92.2,0.0
211,577.36,597.36,20. Mario Jurcevic,Team,NK Osijek,Action,Passes accurate,Half,1st half,20.9,68.0
212,579.14,599.14,25. Kemal Osmankovic,Team,NK Lokomotiva,Action,Challenges (won),Half,1st half,54.4,10.6
213,579.14,599.14,25. Kemal Osmankovic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,54.4,10.6
214,579.14,599.14,13. Ramon Nazareno Mierez Ramon Nazareno Mierez,Team,NK Osijek,Action,Challenges (lost),Half,1st half,50.6,57.4
215,580.41,600.41,36. Marko Dira,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,58.5,12.7
216,581.4,601.4,17. Indrit Tuci,Team,NK Lokomotiva,Action,Air challenges (lost),Half,1st half,64.9,14.2
217,581.4,601.4,17. Indrit Tuci,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,64.9,14.2
218,581.4,601.4,7. Vedran Jugovic,Team,NK Osijek,Action,Challenges (won),Half,1st half,40.1,53.8
219,581.4,601.4,7. Vedran Jugovic,Team,NK Osijek,Action,Air challenges (won),Half,1st half,40.1,53.8
220,581.4,601.4,7. Vedran Jugovic,Team,NK Osijek,Action,Passes accurate,Half,1st half,40.1,53.8
221,584.81,604.81,39. Damjan Bohar,Team,NK Osijek,Action,Passes accurate,Half,1st half,55.4,66.7
222,585.34,605.34,13. Ramon Nazareno Mierez Ramon Nazareno Mierez,Team,NK Osijek,Action,Passes accurate,Half,1st half,60.2,62.4
223,586.35,606.35,39. Damjan Bohar,Team,NK Osijek,Action,Challenges (lost),Half,1st half,50.3,66.6
224,586.35,606.35,17. Indrit Tuci,Team,NK Lokomotiva,Action,Challenges (won),Half,1st half,54.7,1.4
225,586.35,606.35,17. Indrit Tuci,Team,NK Lokomotiva,Action,Tackles (Successful actions),Half,1st half,54.7,1.4
226,586.35,606.35,39. Damjan Bohar,Team,NK Osijek,Action,Dribbles (Unsuccessful actions),Half,1st half,50.3,66.6
227,601.41,621.41,20. Mario Jurcevic,Team,NK Osijek,Action,Passes accurate,Half,1st half,50.3,68.0
228,602.68,622.68,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Lost balls,Half,1st half,80.7,51.9
229,602.68,622.68,5. Laszlo Kleinheisler,Team,NK Osijek,Action,Passes (inaccurate),Half,1st half,64.0,61.9
230,606.2,626.2,6. Dominik Kovacic,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,24.3,16.1
231,606.2,626.2,6. Dominik Kovacic,Team,NK Lokomotiva,Action,Picking-ups,Half,1st half,24.3,16.1
232,609.35,629.35,12. Krunoslav Hendija,Team,NK Lokomotiva,Action,Passes accurate,Half,1st half,6.7,24.3
233,611.31,631.31,2. Edis Malikji,Team,NK Lokomotiva,Action,Challenges (lost),Half,1st half,26.9,6.3
